id,date,publication,author,headline,items
788,2020-12-28,The Financial Express,Letters,Letters To The Editor,"arbitration, Cairn Energy"
789,2020-12-28,The Hindu Business Line,PTI,Panel relies heavily on PM and Jaitleys assertion on retro tax,"arbitration, retrospective tax, Cairn Energy"
790,2020-12-28,Deccan Chronicle,Editorial,"Challenge to Vodafone ill-advised, withdraw it","arbitration, retrospective tax, Cairn Energy"
791,2020-12-30,The Economic Times,Author,No Ifs or Buts on BITs,"arbitration, retrospective tax, Cairn Energy"
792,2021-01-04,The Navhind Times, DM Deshpande,It is time to do away with retrospective taxation,"Cairn Energy, retrospective tax, arbitration"
793,2021-01-04,The Navhind Times, D M DESHPANDE,It is time to do away with retrospective taxation,"Cairn Energy, retrospective tax, arbitration"
794,2021-01-05,The Pioneer,Author,A taxing problem,"Cairn Energy, retrospective tax, arbitration"
795,2021-01-06,The Hindu Business Line, S Murlidharan,Indias tax outreach justified,"Cairn Energy, retrospective tax, arbitration"
796,2021-01-07,The Indian Express,Author,Friends and partners,"Cairn Energy, arbitration"
797,2021-01-11,Western Times,Bureau,India ordered to pay up to $1.4 bn to Cairn Energy,"Cairn Energy, arbitration"
798,2021-01-11,Western Times,Bureau,India challenges Vodafone arbitration ruling in Singapore court,"Cairn Energy, arbitration"
799,2021-01-11,The Financial Express,Author,"Need 24x7 reforms, going beyond Budget",arbitration
800,2021-01-16,The Times Of India, Sidhartha,"Remove retro tax from the law, UK biz body tells govt","Cairn Energy, arbitration"
801,2021-01-16,The Times Of India, Sidhartha,"Remove retro tax from the law, UK biz body tells govt.","Cairn Energy, arbitration"
802,2021-01-18,Mint, Arvind Subramanian & Josh Felman,Fixing software bugs in Indias economy,"Cairn Energy, arbitration"
803,2021-01-21,Mint,Bureau,Devas does not deservesuch harsh treatment,"Cairn Energy, arbitration"
804,2021-01-21,The Statesman,PTI,Cairn arbitration:,"Cairn Energy, retrospective tax, arbitration"
805,2021-01-21,The Free Press Journal,Agencies,Cairn says engaged with govt on implementation of award,"Cairn Energy, retrospective tax, arbitration"
806,2021-01-21,Millennium Post,PTI,Engaged with Indian govt on adherence to arbitration award: Cairn,"Cairn Energy, retrospective tax, arbitration"
807,2021-01-21,The Hindu Business Line,Bureau,In talks with India on enforcing tax arbitration award: Cairn Energy,"Cairn Energy, arbitration"
808,2021-01-21,Deccan Herald,PTI,Cairn engaged with govt on adherence to arbitration award,"Cairn Energy, retrospective tax, arbitration"
809,2021-01-21,The Financial Express,PTI,Cairn says engaged with Indian govt on adherence to arbitration award,"Cairn Energy, retrospective tax, arbitration"
810,2021-01-21,Free Press,Agencies,Cairn says engaged with govt on implementation of award,"Cairn Energy, retrospective tax, arbitration"
811,2021-01-22,Deccan Herald,PTI,Cairn engaged with govt on adherence to arbitration award,"Cairn Energy, retrospective tax, arbitration"
812,2021-01-25,Millennium Post,PTI,Cairn Energys shareholders ask India to honour arbitration award,"Cairn Energy, retrospective tax, arbitration"
813,2021-01-25,Mint,Bureau,Cairn Energys major investors ask India to honour arbitration,"Cairn Energy, retrospective tax, arbitration"
814,2021-01-25,The Free Press Journal,Agencies,Cairn Energy shareholders ask India to honour arbitration award,"Cairn Energy, retrospective tax, arbitration"
815,2021-01-25,The Financial Express,PTI,Cairn shareholders ask govt to honour arbitration award,"Cairn Energy, retrospective tax, arbitration"
816,2021-01-25,Hindustan Times,PTI,Cairn shareholders ask govt to honour arbitration award,"Cairn Energy, retrospective tax, arbitration"
817,2021-01-25,Free Press,Agencies,Cairn Energy shareholders ask India to honour arbitration award,"Cairn Energy, retrospective tax, arbitration"
818,2021-01-26,Mint,Bureau,Cairn Energy begins identifying assets to enforce arbitration award,"Cairn Energy, arbitration"
819,2021-01-26,Business Standard,Reuters ,Cairn threatens to enforce arbitration award against Indian assets overseas,"Cairn Energy, arbitration"
820,2021-01-26,The Indian Express,Reuters ,Cairn Energy threatens to enforce award against Indian assets overseas,"Cairn Energy, arbitration"
821,2021-01-26,The Financial Express, Aditi Shah & Aftab Ahmed  ,Cairn threatens to enforce arbitration award against Indian assets overseas,"Cairn Energy, arbitration"
822,2021-01-27,The Pioneer,Bureau,ConocoPhillipsstyled Indian overseas assets seizure to collect Cairn award,"Cairn Energy, retro tax, arbitration"
823,2021-01-27,The Economic Times,Bureau,Can Enforce Arbitration Award Against Indias Foreign Assets: Cairn,"Cairn Energy, retrospective tax, arbitration"
824,2021-01-27,The Hindu Business Line,Bureau,Cairn Energy threatens to enforce arbitration award,"Cairn Energy, arbitration"
825,2021-01-27,The Hindu," Suhasini Haidar, Vikas Dhoot",Cairn threatens Indian asset seizures abroad in tax case,"Cairn Energy, retrospective tax, arbitration"
826,2021-01-27,Millennium Post,PTI,ConocoPhillips-styled Indian overseas assets seizure to collect $1.4 bn Cairn award,"Cairn Energy, retro tax, arbitration"
827,2021-01-27,The Asian Age, AMMAR ZAIDI,Cairn Energy cautions Indian assets abroad could be seized,"Cairn Energy, retro tax, retrospective tax, arbitration"
828,2021-01-27,Deccan Chronicle,Bureau,Cairn Energy cautions Indian assets abroad could be seized,"Cairn Energy, retro tax, retrospective tax, arbitration"
829,2021-01-28,The Financial Express,Bureau,Cairn will move to seize Indian assets to enforce tax triumph,"Cairn Energy, arbitration"
830,2021-01-28,The Pioneer,Author,India must avoid the retrospective tax mess,"Cairn Energy, retrospective tax, arbitration"
831,2021-01-29,Mint,Bloomberg,New Delhis chance to turn the page on retrospective taxation,"Cairn Energy, arbitration"
832,2021-01-29,Business Standard,Bloomberg,"The retro tax was bad, India. Dont make it worse","Cairn Energy, arbitration"
833,2021-01-30,Business Standard, Sudipto Dey,Seizing Indias foreign assets wont be easy for Cairn Energy,"Cairn Energy, arbitration"
834,2021-02-01,Mint,Bureau,Cairn may get an oilfield in lieu of fine,"Cairn Energy, retrospective tax, arbitration"
835,2021-02-01,The Free Press Journal,Bureau,Centre may give Cairn oilfield in lieu of $1.4 bn,"Cairn Energy, arbitration"
836,2021-02-01,The Times Of India,Bureau,Govt may give oilfield to Cairn to clear $1.4bn dues,"Cairn Energy, retrospective tax, arbitration"
837,2021-02-01,The Pioneer,Bureau,Centre may give oil field to Cairn,"Cairn Energy, arbitration"
838,2021-02-01,The Economic Times,*******,"Govt may Give Cairn Energy an Oilfield, not Money","Cairn Energy, arbitration"
839,2021-02-01,Business Standard,PTI,Govt may give oilfield to Cairn in lieu of $1.4 billion,"Cairn Energy, retrospective tax, arbitration"
840,2021-02-01,The Asian Age,Bureau,Cairn may be offered fields in lieu of $1.4 bn,"Cairn Energy, retrospective tax, arbitration"
841,2021-02-01,The Financial Express,Bureau,"Govt may give oilfield in lieu of $1.4 billion it has to pay Cairn, save overseas assets","Cairn Energy, arbitration"
842,2021-02-01,Deccan Chronicle,Bureau,Cairn may be offered fields in lieu of $1.4 bn,"Cairn Energy, retrospective tax, arbitration"
843,2021-02-01,Free Press,Bureau,Centre may give Cairn oilfield in lieu of $1.4 bn,"Cairn Energy, arbitration"
844,2021-02-01,Hindustan Times,Bureau,Govt may give oilfield in lieu of $1.4 bn it has to pay Cairn,"Cairn Energy, retrospective tax, arbitration"
845,2021-02-01,Millennium Post,Bureau,"To save overseas assets, govt may give oilfield to Cairn in lieu of $1.4 bn","Cairn Energy, arbitration"
846,2021-02-01,The Goan,Bureau,Govt may give oilfield in lieu of $1.4 billion it has to pay Cairn,"Cairn Energy, arbitration"
847,2021-02-01,The Economic Times,Bureau,Govt may Give Cairn Energy Oilfield in Lieu of Payout,"Cairn Energy, retrospective tax, arbitration"
848,2021-02-01,Business Standard,PTI,Govt may give oilfield to Cairn in lieu of $1.4 billion.,"Cairn Energy, retrospective tax, arbitration"
849,2021-02-01,The Times Of India,Bureau,Govt may give UK's Cairn oilfield to clear $1.4 billion dues,"Cairn Energy, retrospective tax, arbitration"
850,2021-02-01,The Telegraph,PTI,Oilfield as compensation to Cairn............,"Cairn Energy, retrospective tax, arbitration"
851,2021-02-01,The Economic Times,Author,Predictability is Good for India,"Cairn Energy, arbitration"
852,2021-02-03,The Times Of India, Sidhartha & Surojit Gupta,Govts appeal against Voda admitted in Singapore court,arbitration
853,2021-02-03,The Times Of India,Bureau,Appeal in Voda case admitted in Singapore court,arbitration
854,2021-02-03,The Times Of India, Sidhartha & Surojit Gupt ,Govt’s appeal against Voda admitted in Singapore court.,arbitration
855,2021-02-06,The Times Of India, Sidhartha,UK may take up Scotch ban in defence stores with India,"Cairn Energy, retrospective tax, arbitration"
856,2021-02-07,The New Indian Express,Bureau,"From Rihanna to Vodafone , India is out of step","Cairn Energy, retrospective tax, arbitration"
857,2021-02-08,The Hindu Business Line, Kuwar Singh Richa Mishra,Govt will resolve issue without impacting oil flow,arbitration
858,2021-02-09,The Statesman,PTI,Govt challenges verdict in Vodafone tax case,"Cairn Energy, retrospective tax, arbitration"
859,2021-02-09,The Free Press Journal,Bureau,India challenges Voda award in Spore court,"Cairn Energy, retrospective tax, arbitration"
860,2021-02-09,Mint,Bureau,India moves Singapore court against verdict in Voda tax case,arbitration
861,2021-02-09,Millennium Post,PTI,India files plea in Singapore HC against arbitration panel verdict,"Cairn Energy, retrospective tax, arbitration"
862,2021-02-09,Business Standard, Dilasha Seth ,India readies ground to appeal Cairn verdict,"Cairn plc, retrospective tax, arbitration"
863,2021-02-09,The Indian Express,Bureau,India challenges Vodafone tax verdict in Singapore HC,arbitration
864,2021-02-09,The Financial Express,PTI,India files application in Singapore HC against arbitration panel verdict,"Cairn Energy, arbitration"
865,2021-02-09,Deccan Herald,PTI,Voda tax case: India files application in Singapore HC,"Cairn Energy, retrospective tax, arbitration"
866,2021-02-09,The Tribune,Bureau,Vodafone tax case: India challenges ruling in Singapore,"Cairn Energy, retrospective tax, arbitration"
867,2021-02-09,Free Press,Bureau,India challenges Voda award in Spore court,"Cairn Energy, retrospective tax, arbitration"
868,2021-02-09,The Times Of India,Bureau,Voda case: India Challenges Singapore court verdict,"Cairn Energy, retrospective tax, arbitration"
869,2021-02-10,The Hans India, Upmanyu Trivedi,Amazon-Ambani spat tests patience,"Cairn Energy, arbitration"
870,2021-02-10,Mint, Gireesh Chandra Prasad,Cairn Energy urges India to honour arbitration award in retro tax case,"Cairn Energy, arbitration"
871,2021-02-10,The Hindu Business Line,Bureau,Tax row: Cairn Energy CEO to meet Sitharaman next week,"Cairn Energy, arbitration"
872,2021-02-10,Business Standard, Jyoti Mukul,Cairn CEO to meet FM next week,"Cairn Energy, retrospective tax, arbitration"
873,2021-02-10,The Financial Express,Bureau,Cairn Energy CEO to meet FM next week,"Cairn Energy, retrospective tax, arbitration"
874,2021-02-10,The Hindu," Suhasini Haidar, Vikas Dhoot",Cairn Energy urges Centre to swiftly honour tax verdict,"Cairn Energy, retrospective tax, arbitration"
875,2021-02-10,Hindustan Times,Bureau,Amazon-Ambani spat tests  Indias allure for global cos,"Cairn Energy, arbitration"
876,2021-02-10,Hindustan Times,Bloomberg,Amazon-Ambani spat tests  Indias allure for global cos.,"Cairn Energy, arbitration"
877,2021-02-11,The Statesman,PTI,"Arbitration award: Cairn CEO to meet FM,","Cairn Energy, arbitration"
878,2021-02-11,The Economic Times,Bureau,Cairn Energy to Mount Pressure on Govt,"Cairn Energy, arbitration"
879,2021-02-11,The Telegraph,Special Correspondent,Cairn chief seeks time from FM,"Cairn Energy, retrospective tax, arbitration"
880,2021-02-11,Hindustan Times,Bureau,Comment,"Cairn Energy, arbitration"
881,2021-02-12,The Financial Express,Editorial,"PM signals big change in policy, now to deliver on it",arbitration
882,2021-02-12,The Economic Times, Deepshikha Sikarwar & Bodhisatva Ganguli,Well Bring all Stakeholders on Board on Privatisation,arbitration
883,2021-02-12,The Economic Times, Deepshikha Sikarwar and Bodhisatva Ganguli,"You Spend on Infra and You Create a Capital Asset, Jobs, Demand",arbitration
884,2021-02-17,The Hindu Business Line,Bureau,Cairn Energy files case in US,"Cairn Energy, arbitration"
885,2021-02-17,Mint,Bureau,Cairn files case in US to get India to pay $1.2 bn,"Cairn Energy, arbitration"
886,2021-02-17,The Times Of India,Bureau,Cairn files case in US to push India to pay $1.2bn,"Cairn Energy, arbitration"
887,2021-02-17,The Financial Express, Aditya Kalra & Aditi Shah,Cairn files case in US to push India to pay,"Cairn Energy, arbitration"
888,2021-02-17,The Economic Times,Reuters ,Cairn Files Case in US to Push India to Pay $1.2 b Award,"Cairn Energy, arbitration"
889,2021-02-17,The Indian Express,Reuters ,Cairn files case in US to push govt to Dav S1.2-bn award,"Cairn Energy, arbitration"
890,2021-02-17,Business Standard, Aditya Kalra & Aditi Shah,Cairn files case in US to push India to pay $1.2-bn award,"Cairn Energy, arbitration"
891,2021-02-17,The Hindu,Reuters ,Cairn files case in U.S. to push India to pay $1.2 bn award,"Cairn Energy, arbitration"
892,2021-02-17,Hindustan Times,Reuters ,CAIRN MOVES US COURT TO ENFORCE $1.2 BN AWARD PAYMENT BY INDIA,"Cairn Energy, arbitration"
893,2021-02-17,OHeraldo,Bureau,"To make India pay $1.2 billion award, Cairn files case in US","Cairn Energy, arbitration"
894,2021-02-17,The Tribune,Reuters ,Cairn moves US court to make India cough up $1.2-bn award,"Cairn Energy, arbitration"
895,2021-02-17,Hindustan Times,Bureau,Cairn goes to US court against India,"Cairn Energy, arbitration"
896,2021-02-17,The Times Of India,Bureau,Cairn Files case  in US to push India to pay $1.2bn,"Cairn Energy, arbitration"
897,2021-02-17,The Telegraph,Reuters ,Cairn moves US Court to enforce award,"Cairn Energy, arbitration"
898,2021-02-17,Business Standard,Bureau,Cairn files case in US to push India to pay $1.2Bn award,"Cairn Energy, arbitration"
899,2021-02-17,The Tribune,Bureau,Cairn moves  US court to make India cough up $1.2-bn award,"Cairn Energy, arbitration"
900,2021-02-17,The Times Of India,Reuters ,Cairn files case in US to push India to pay $1.2bn.,"Cairn Energy, arbitration"
901,2021-02-18,The Free Press Journal,Agencies,Cairn moves courts to get $1.4 bn from India,"Cairn Energy, arbitration"
902,2021-02-18,Mint, Gireesh Chandra Prasad & Utpal Bhaskar,Govt preps appeal in Cairn tax case,"Cairn Energy, retrospective tax, arbitration"
903,2021-02-18,Millennium Post,PTI,"Cairn Energy moves courts in US, UK, Netherlands to get $1.4 bn from India","Cairn Energy, arbitration"
904,2021-02-18,The Times Of India, Sidhartha,Govt may challenge intl tribunals Cairn tax order,arbitration
905,2021-02-18,Business Standard, Dilasha Seth & Jyoti Mukul,Cairn CEO to meet finance secy today as FM declines request,"Cairn plc, Cairn Energy, retrospective tax, arbitration"
906,2021-02-18,The Pioneer,Bureau,Cairn moves courts to get $1.4 bn from India,"Cairn Energy, arbitration"
907,2021-02-18,The Economic Times, Sanjeev Choudhary,Cairn Case: US Court Issues Summons to GoI Over $1.2b Award,"Cairn Energy, arbitration"
908,2021-02-18,The Indian Express,Bureau,Cairn CEO to meet FinSecy today to discuss way ahead,"Cairn Energy, retrospective tax, arbitration"
909,2021-02-18,The Hindu Business Line,Bureau,Cairn CEO to meet Finance Secretary today,"Cairn Energy, arbitration"
